org,num_language,num_speech,num_vision,num_multimodal,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_embodied,dataset_usage,num_pretraining,num_finetuning,num_preference,downloads_pretraining,downloads_finetuning,downloads_preference,operators
01-AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ai2,3.0,0.0,0.0,0.0,0.0,354833.0,0.0,-88628.0,1857.0,0.0,244.0,2.0,0.0,1.0,263767.0,4702.0,-407.0,0.0
Ali,0.0,0.0,0.0,0.0,0.0,-2010.0,-34.0,1091.0,-211.0,0.0,-3.0,0.0,0.0,0.0,1378.0,-2542.0,0.0,0.0
Apple,0.0,0.0,0.0,0.0,0.0,-645.0,0.0,0.0,36688.0,0.0,0.0,0.0,0.0,0.0,36688.0,-645.0,0.0,0.0
BAAI,-2.0,0.0,-1.0,2.0,0.0,5271.0,1268.0,-1651.0,3842.0,12775.0,13.0,-1.0,0.0,0.0,18103.0,3534.0,-132.0,0.0
Baichuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0
Baidu,0.0,0.0,0.0,0.0,0.0,-360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.0,-139.0,0.0
ByteDance,,,,,,,,,,,,,,,,,,
Deepseek,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0
EleutherAI,0.0,0.0,0.0,0.0,0.0,-19878.0,0.0,-193.0,0.0,0.0,1.0,0.0,0.0,0.0,-18629.0,-1442.0,0.0,0.0
Falcon,0.0,0.0,0.0,2.0,0.0,-7486.0,0.0,0.0,583.0,0.0,6.0,0.0,2.0,0.0,-7486.0,583.0,0.0,0.0
Google,0.0,0.0,0.0,0.0,0.0,3465.0,4046.0,47.0,1230.0,0.0,44.0,0.0,0.0,0.0,-941.0,9729.0,0.0,0.0
Huawei,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,0.0,0.0
HuggingFace,59.0,0.0,0.0,2.0,0.0,687936.0,0.0,0.0,2341.0,0.0,255.0,7.0,37.0,17.0,587108.0,81007.0,22162.0,0.0
LMSYS,0.0,0.0,0.0,0.0,0.0,4288.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2904.0,1384.0,0.0
Meta,0.0,0.0,0.0,4.0,0.0,244.0,-1788.0,3500.0,12590.0,-61.0,28.0,1.0,3.0,0.0,8222.0,6510.0,-247.0,0.0
Microsoft,1.0,0.0,0.0,0.0,2.0,-8854.0,0.0,-1006.0,848.0,132.0,0.0,0.0,2.0,1.0,747.0,-9649.0,22.0,0.0
Nvidia,8.0,0.0,1.0,1.0,0.0,82292.0,0.0,4674.0,7853.0,723598.0,180.0,3.0,5.0,2.0,741997.0,72357.0,3813.0,0.0
OpenAI,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,-59.0,119.0,0.0
OpenBMB,0.0,0.0,0.0,0.0,0.0,2257.0,0.0,0.0,-1340.0,0.0,7.0,0.0,0.0,0.0,1878.0,-98.0,-863.0,0.0
Princeton NLP,0.0,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,406.0,0.0,1.0,0.0,0.0,0.0,-81.0,8610.0,225.0,0.0
ShanghaiAILab,0.0,0.0,0.0,7.0,0.0,-2451.0,5.0,4556.0,10739.0,0.0,63.0,0.0,3.0,4.0,4596.0,7049.0,1204.0,0.0
Tencent,,,,,,,,,,,,,,,,,,
UKP Lab,0.0,0.0,0.0,0.0,0.0,5918.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2708.0,-6345.0,0.0,0.0
Zhipu,1.0,0.0,0.0,0.0,0.0,-2302.0,0.0,-106.0,-360.0,0.0,0.0,0.0,1.0,0.0,0.0,-2252.0,-516.0,0.0
